AlertID,ClaimID,PolicyID,DetectionDate,FraudType,ModelScore,InvestigationStatus,Outcome
12017251,8016140,5001809,2024-08-22,Staged Accident,0.306,Open,Inconclusive
12017252,8037362,5008710,2024-08-31,Provider Collusion,0.397,Open,NotConfirmed
12017253,8034675,5008911,2020-12-28,Provider Collusion,0.485,InProgress,NotConfirmed
12017254,8044279,5017771,2024-05-04,Provider Collusion,0.456,Open,Confirmed
12017255,8041796,5022610,2025-05-09,Inflated Repair,0.698,Open,Inconclusive
12017256,8019460,5027467,2025-01-30,Upcoding,0.275,Open,NotConfirmed
12017257,8009808,5008543,2023-08-16,Inflated Repair,0.469,InProgress,Inconclusive
12017258,8030877,5013753,2025-03-20,Upcoding,0.237,Closed,Inconclusive
12017259,8039235,5024129,2020-02-11,Inflated Repair,0.45,Closed,Confirmed
12017260,8016394,5006881,2024-02-07,Upcoding,0.725,InProgress,Confirmed
12017261,8010549,5017535,2025-04-17,Upcoding,0.866,InProgress,Confirmed
12017262,8002785,5016263,2024-09-18,Duplicate Claim,0.52,Open,NotConfirmed
12017263,8027971,5011539,2022-07-26,Inflated Repair,0.907,Open,NotConfirmed
12017264,8031495,5018005,2025-04-15,Duplicate Claim,0.199,InProgress,NotConfirmed
12017265,8019394,5021081,2023-11-14,Staged Accident,0.505,Closed,NotConfirmed
12017266,8006413,5002902,2025-11-09,Duplicate Claim,0.169,Open,NotConfirmed
12017267,8029837,5024496,2024-08-11,Provider Collusion,0.49,InProgress,Confirmed
12017268,8033090,5017435,2025-08-14,Provider Collusion,0.706,InProgress,Inconclusive
12017269,8021505,5007526,2021-09-05,Inflated Repair,0.974,Open,Inconclusive
12017270,8000246,5014525,2025-06-15,Provider Collusion,0.87,InProgress,Confirmed
12017271,8025242,5023975,2022-04-11,Staged Accident,0.276,InProgress,Confirmed
12017272,8042264,5024261,2023-06-07,Provider Collusion,0.677,Open,Confirmed
12017273,8031285,5000184,2020-06-03,Staged Accident,0.308,Open,NotConfirmed
12017274,8000961,5002384,2023-02-24,Inflated Repair,0.44,Open,Confirmed
12017275,8022509,5026640,2023-12-03,Provider Collusion,0.174,Open,NotConfirmed
12017276,8012176,5004849,2025-01-27,Duplicate Claim,0.675,InProgress,Inconclusive
12017277,8043674,5026852,2020-09-13,Duplicate Claim,0.549,Open,Inconclusive
12017278,8001684,5018074,2024-03-07,Provider Collusion,0.81,InProgress,Inconclusive
12017279,8002670,5019868,2022-09-27,Inflated Repair,0.249,InProgress,NotConfirmed
12017280,8012101,5009737,2023-07-27,Staged Accident,0.262,Closed,Confirmed
12017281,8039506,5012482,2023-04-15,Duplicate Claim,0.327,Open,Confirmed
12017282,8009310,5009928,2024-12-27,Provider Collusion,0.941,Open,Confirmed
12017283,8010190,5023428,2025-08-12,Upcoding,0.593,InProgress,Confirmed
12017284,8019290,5021955,2021-03-23,Duplicate Claim,0.136,Closed,Confirmed
12017285,8033925,5014789,2025-02-14,Provider Collusion,0.987,InProgress,Inconclusive
12017286,8007954,5005991,2023-11-01,Identity Theft,0.737,Closed,Confirmed
12017287,8030705,5020109,2025-04-12,Duplicate Claim,0.424,InProgress,Confirmed
12017288,8009384,5003164,2020-10-05,Inflated Repair,0.771,Open,Confirmed
12017289,8016230,5001888,2023-03-29,Identity Theft,0.621,InProgress,NotConfirmed
12017290,8012065,5013861,2020-12-05,Inflated Repair,0.242,Open,NotConfirmed
12017291,8025832,5020469,2024-06-24,Inflated Repair,0.264,Open,NotConfirmed
12017292,8005205,5010959,2025-12-22,Provider Collusion,0.923,InProgress,Confirmed
12017293,8029417,5029198,2022-09-11,Duplicate Claim,0.601,Closed,NotConfirmed
12017294,8008962,5019741,2021-09-21,Staged Accident,0.624,Open,NotConfirmed
12017295,8009629,5008564,2021-01-02,Staged Accident,0.385,Closed,Confirmed
12017296,8023412,5018589,2023-11-13,Duplicate Claim,0.197,Open,Inconclusive
12017297,8006008,5013448,2026-04-16,Duplicate Claim,0.704,InProgress,NotConfirmed
12017298,8027637,5024496,2024-05-26,Inflated Repair,0.104,InProgress,Confirmed
12017299,8022034,5022291,2021-05-29,Staged Accident,0.95,InProgress,Confirmed
12017300,8028901,5005485,2021-11-23,Provider Collusion,0.277,Open,NotConfirmed
12017301,8035960,5028983,2021-01-14,Inflated Repair,0.407,Open,NotConfirmed
12017302,8012488,5015494,2023-04-08,Duplicate Claim,0.642,InProgress,Confirmed
12017303,8041232,5003837,2025-05-05,Duplicate Claim,0.648,Closed,Inconclusive
12017304,8023925,5015326,2023-03-29,Inflated Repair,0.336,Open,Confirmed
12017305,8011114,5001825,2023-01-20,Identity Theft,0.473,Closed,NotConfirmed
12017306,8002407,5016902,2024-04-20,Identity Theft,0.203,Closed,NotConfirmed
12017307,8031622,5020190,2021-01-17,Staged Accident,0.507,InProgress,Confirmed
12017308,8037126,5018219,2020-10-27,Inflated Repair,0.822,InProgress,Inconclusive
12017309,8039253,5029967,2023-10-03,Inflated Repair,0.276,Open,NotConfirmed
12017310,8013930,5017911,2024-04-13,Staged Accident,0.983,InProgress,Confirmed
12017311,8029109,5005931,2026-02-15,Identity Theft,0.715,Open,Confirmed
12017312,8038161,5014292,2025-12-06,Inflated Repair,0.216,Closed,Confirmed
12017313,8015605,5024803,2025-02-08,Provider Collusion,0.288,InProgress,Confirmed
12017314,8006058,5020003,2024-10-07,Identity Theft,0.825,InProgress,Inconclusive
12017315,8026831,5009213,2025-02-18,Identity Theft,0.581,Open,NotConfirmed
12017316,8042806,5019055,2025-01-01,Staged Accident,0.882,InProgress,Confirmed
12017317,8002340,5009771,2021-10-21,Staged Accident,0.17,InProgress,Confirmed
12017318,8004985,5012864,2025-11-28,Inflated Repair,0.215,Open,Confirmed
12017319,8009973,5016334,2020-09-24,Identity Theft,0.72,InProgress,NotConfirmed
12017320,8032089,5014801,2022-01-25,Identity Theft,0.805,Closed,Inconclusive
12017321,8036657,5017458,2022-09-17,Duplicate Claim,0.979,InProgress,NotConfirmed
12017322,8023566,5010345,2022-01-28,Identity Theft,0.59,Closed,Confirmed
12017323,8000852,5027483,2021-08-09,Upcoding,0.759,Closed,NotConfirmed
12017324,8025022,5023368,2024-08-01,Inflated Repair,0.356,InProgress,Inconclusive
12017325,8002232,5014436,2022-05-01,Duplicate Claim,0.925,InProgress,Confirmed
12017326,8034906,5004768,2025-06-25,Identity Theft,0.493,InProgress,NotConfirmed
12017327,8013987,5021703,2021-06-23,Inflated Repair,0.798,Closed,Inconclusive
12017328,8007765,5006455,2023-06-17,Duplicate Claim,0.672,InProgress,Confirmed
12017329,8003586,5028840,2025-04-30,Provider Collusion,0.47,Open,Inconclusive
12017330,8041811,5018495,2024-10-15,Duplicate Claim,0.121,InProgress,Inconclusive
12017331,8009995,5000495,2022-02-27,Staged Accident,0.644,InProgress,NotConfirmed
12017332,8014617,5024424,2024-08-01,Duplicate Claim,0.687,InProgress,NotConfirmed
12017333,8019430,5022795,2024-11-03,Staged Accident,0.521,InProgress,Inconclusive
12017334,8026696,5004804,2024-11-18,Duplicate Claim,0.494,InProgress,NotConfirmed
12017335,8010712,5001735,2023-04-19,Inflated Repair,0.17,InProgress,Confirmed
12017336,8043103,5002499,2023-04-03,Staged Accident,0.204,InProgress,NotConfirmed
12017337,8011487,5007733,2022-11-18,Inflated Repair,0.17,Open,Confirmed
12017338,8041726,5022371,2026-03-31,Staged Accident,0.428,Open,Confirmed
12017339,8041705,5012987,2023-11-01,Upcoding,0.161,Open,Confirmed
12017340,8039209,5001973,2025-09-09,Duplicate Claim,0.881,Open,Inconclusive
12017341,8024569,5020040,2022-09-07,Staged Accident,0.482,InProgress,Confirmed
12017342,8038838,5013139,2023-11-23,Inflated Repair,0.634,InProgress,Inconclusive
12017343,8010210,5012963,2021-10-12,Staged Accident,0.359,Closed,Confirmed
12017344,8006053,5026548,2026-01-02,Upcoding,0.806,Closed,Inconclusive
12017345,8030207,5019389,2023-10-02,Identity Theft,0.948,Open,Inconclusive
12017346,8044807,5023369,2025-03-11,Provider Collusion,0.527,InProgress,Confirmed
12017347,8026585,5005775,2024-01-20,Provider Collusion,0.279,InProgress,Confirmed
12017348,8013275,5014017,2025-02-15,Duplicate Claim,0.462,Open,NotConfirmed
12017349,8019042,5002751,2026-05-01,Staged Accident,0.788,InProgress,NotConfirmed
12017350,8035981,5016618,2020-10-24,Duplicate Claim,0.245,Open,Inconclusive
12017351,8031812,5021881,2021-06-15,Duplicate Claim,0.849,Closed,NotConfirmed
12017352,8000806,5018775,2021-05-12,Staged Accident,0.31,InProgress,NotConfirmed
12017353,8024429,5029034,2023-04-18,Staged Accident,0.363,InProgress,Inconclusive
12017354,8027446,5011937,2024-07-14,Inflated Repair,0.625,InProgress,Confirmed
12017355,8023329,5008211,2023-10-29,Provider Collusion,0.393,InProgress,NotConfirmed
12017356,8017836,5009167,2022-10-09,Upcoding,0.363,Open,Confirmed
12017357,8017359,5011003,2021-07-20,Identity Theft,0.449,Closed,Confirmed
12017358,8042520,5018800,2022-08-18,Upcoding,0.17,InProgress,Confirmed
12017359,8027982,5015811,2025-05-28,Provider Collusion,0.783,Open,Confirmed
12017360,8005347,5009603,2025-02-17,Provider Collusion,0.873,InProgress,NotConfirmed
12017361,8015353,5022540,2024-11-14,Provider Collusion,0.803,InProgress,Confirmed
12017362,8021457,5010943,2025-03-09,Duplicate Claim,0.988,InProgress,Confirmed
12017363,8003590,5023119,2020-11-20,Staged Accident,0.383,InProgress,Inconclusive
12017364,8023661,5017395,2023-12-24,Identity Theft,0.535,InProgress,Confirmed
12017365,8038565,5017821,2021-09-16,Provider Collusion,0.341,Closed,Inconclusive
12017366,8007627,5009834,2020-12-09,Inflated Repair,0.915,Open,NotConfirmed
12017367,8030683,5005973,2023-01-07,Staged Accident,0.164,Closed,NotConfirmed
12017368,8041399,5015376,2025-05-15,Inflated Repair,0.593,Closed,NotConfirmed
12017369,8034389,5008219,2024-08-11,Provider Collusion,0.237,Open,NotConfirmed
12017370,8029213,5007606,2022-12-06,Inflated Repair,0.441,InProgress,Inconclusive
12017371,8000988,5000351,2021-12-08,Inflated Repair,0.22,Open,NotConfirmed
12017372,8028619,5027922,2025-03-05,Duplicate Claim,0.769,InProgress,NotConfirmed
12017373,8013356,5014391,2025-12-01,Duplicate Claim,0.816,Open,NotConfirmed
12017374,8000781,5027761,2023-10-12,Duplicate Claim,0.418,InProgress,NotConfirmed
12017375,8031844,5016681,2022-10-19,Inflated Repair,0.273,InProgress,NotConfirmed
12017376,8024952,5008587,2020-07-15,Inflated Repair,0.861,Open,Inconclusive
12017377,8035158,5016259,2024-11-15,Provider Collusion,0.949,InProgress,NotConfirmed
12017378,8027565,5015679,2025-08-25,Inflated Repair,0.491,InProgress,Confirmed
12017379,8015732,5008165,2022-09-27,Upcoding,0.611,Open,Inconclusive
12017380,8030116,5023426,2024-06-16,Inflated Repair,0.732,Open,Confirmed
12017381,8044631,5002093,2022-11-21,Inflated Repair,0.888,Open,Confirmed
12017382,8031968,5011315,2025-11-26,Inflated Repair,0.524,Closed,NotConfirmed
12017383,8009753,5015224,2022-11-20,Identity Theft,0.493,Open,Inconclusive
12017384,8022939,5015946,2022-01-15,Staged Accident,0.397,Closed,NotConfirmed
12017385,8035931,5014520,2023-10-23,Staged Accident,0.943,Open,NotConfirmed
12017386,8014690,5013072,2023-11-12,Duplicate Claim,0.878,InProgress,Confirmed
12017387,8006578,5021676,2022-03-15,Inflated Repair,0.969,Open,Confirmed
12017388,8031637,5027697,2022-06-05,Duplicate Claim,0.529,Closed,Inconclusive
12017389,8014821,5020117,2023-12-12,Provider Collusion,0.593,Closed,Confirmed
12017390,8028526,5011116,2026-01-22,Provider Collusion,0.136,Open,Confirmed
12017391,8036616,5016800,2026-02-09,Inflated Repair,0.853,Open,NotConfirmed
12017392,8021530,5000687,2025-07-15,Identity Theft,0.26,Closed,NotConfirmed
12017393,8042431,5010156,2024-05-09,Duplicate Claim,0.717,Open,NotConfirmed
12017394,8035808,5017890,2022-07-17,Staged Accident,0.814,InProgress,Inconclusive
12017395,8036835,5007912,2024-04-30,Duplicate Claim,0.67,InProgress,NotConfirmed
12017396,8012552,5023489,2023-10-09,Identity Theft,0.6,Closed,Confirmed
12017397,8004942,5020100,2020-08-09,Provider Collusion,0.387,InProgress,Confirmed
12017398,8006326,5029324,2021-01-22,Staged Accident,0.322,InProgress,Inconclusive
12017399,8000506,5008992,2025-05-14,Provider Collusion,0.755,Open,Confirmed
12017400,8040520,5012556,2025-04-17,Identity Theft,0.857,Closed,Inconclusive
12017401,8018099,5014705,2022-04-13,Duplicate Claim,0.835,Open,NotConfirmed
12017402,8018215,5017391,2024-11-09,Identity Theft,0.956,InProgress,Confirmed
12017403,8012874,5018178,2024-12-21,Identity Theft,0.334,Open,NotConfirmed
12017404,8004370,5012626,2023-06-10,Duplicate Claim,0.398,Open,NotConfirmed
12017405,8021958,5006191,2023-12-12,Provider Collusion,0.766,InProgress,Confirmed
12017406,8037944,5019790,2023-01-17,Inflated Repair,0.949,InProgress,Inconclusive
12017407,8011578,5019253,2021-03-11,Staged Accident,0.9,InProgress,Confirmed
12017408,8026108,5014580,2022-07-26,Inflated Repair,0.371,Open,NotConfirmed
12017409,8021273,5021638,2024-02-05,Inflated Repair,0.258,Open,NotConfirmed
12017410,8009115,5026001,2023-01-18,Inflated Repair,0.941,InProgress,Confirmed
12017411,8014375,5001821,2022-11-27,Upcoding,0.645,InProgress,Inconclusive
12017412,8039250,5024090,2021-01-28,Staged Accident,0.863,InProgress,NotConfirmed
12017413,8043031,5019561,2021-09-11,Provider Collusion,0.265,Closed,NotConfirmed
12017414,8025079,5007011,2023-02-04,Upcoding,0.863,Open,NotConfirmed
12017415,8035611,5025009,2023-04-06,Staged Accident,0.347,Open,NotConfirmed
12017416,8023864,5013642,2021-05-19,Identity Theft,0.662,InProgress,NotConfirmed
12017417,8035714,5025627,2023-04-18,Staged Accident,0.183,Closed,Confirmed
12017418,8003254,5021866,2021-09-18,Staged Accident,0.678,Open,NotConfirmed
12017419,8023957,5015183,2022-08-30,Inflated Repair,0.863,InProgress,Inconclusive
12017420,8021712,5017452,2026-01-22,Provider Collusion,0.205,Open,Inconclusive
12017421,8024524,5024840,2021-03-23,Inflated Repair,0.808,Open,Confirmed
12017422,8005741,5022495,2023-04-06,Duplicate Claim,0.762,Open,NotConfirmed
12017423,8027242,5016732,2022-12-31,Staged Accident,0.109,InProgress,NotConfirmed
12017424,8036946,5007807,2026-02-10,Inflated Repair,0.639,InProgress,Confirmed
12017425,8037922,5018786,2025-04-10,Staged Accident,0.495,InProgress,NotConfirmed
12017426,8010462,5011159,2024-03-21,Upcoding,0.727,Open,NotConfirmed
12017427,8034193,5025213,2021-06-15,Staged Accident,0.154,InProgress,Inconclusive
12017428,8014178,5009946,2022-02-13,Duplicate Claim,0.166,InProgress,NotConfirmed
12017429,8030451,5005772,2023-08-15,Staged Accident,0.62,InProgress,NotConfirmed
12017430,8010892,5006505,2021-09-04,Duplicate Claim,0.605,Closed,NotConfirmed
12017431,8005121,5023911,2023-06-25,Duplicate Claim,0.782,InProgress,NotConfirmed
12017432,8014491,5010938,2021-11-27,Duplicate Claim,0.349,InProgress,Confirmed
12017433,8020076,5026184,2025-05-26,Inflated Repair,0.983,Open,Confirmed
12017434,8035205,5005212,2023-01-13,Provider Collusion,0.391,Closed,Inconclusive
12017435,8010445,5016168,2025-06-25,Duplicate Claim,0.566,InProgress,Confirmed
12017436,8038865,5026022,2021-12-15,Provider Collusion,0.972,Open,Confirmed
12017437,8016272,5024699,2024-02-20,Staged Accident,0.328,Closed,NotConfirmed
12017438,8011757,5008016,2022-11-02,Provider Collusion,0.509,Open,NotConfirmed
12017439,8025029,5029089,2025-07-27,Duplicate Claim,0.481,InProgress,NotConfirmed
12017440,8031204,5002790,2023-08-28,Inflated Repair,0.51,Closed,NotConfirmed
12017441,8025332,5005982,2025-04-09,Inflated Repair,0.524,InProgress,NotConfirmed
12017442,8017725,5005792,2024-12-08,Duplicate Claim,0.177,Closed,Inconclusive
12017443,8028210,5024926,2022-03-16,Staged Accident,0.492,Closed,NotConfirmed
12017444,8028626,5014813,2022-02-13,Inflated Repair,0.824,InProgress,Inconclusive
12017445,8016906,5000902,2021-12-13,Duplicate Claim,0.287,Closed,Confirmed
12017446,8012180,5011975,2020-10-17,Inflated Repair,0.576,Open,NotConfirmed
12017447,8028909,5016241,2020-08-12,Upcoding,0.897,Open,NotConfirmed
12017448,8016642,5003967,2023-05-16,Staged Accident,0.405,Open,NotConfirmed
12017449,8044802,5003792,2021-10-08,Identity Theft,0.771,Open,NotConfirmed
12017450,8024090,5006702,2022-12-31,Upcoding,0.205,Open,Inconclusive
12017451,8014954,5026148,2020-10-14,Upcoding,0.435,Open,NotConfirmed
12017452,8009596,5004113,2025-03-25,Inflated Repair,0.715,Open,NotConfirmed
12017453,8036793,5015726,2024-02-21,Upcoding,0.45,Open,Inconclusive
12017454,8037786,5013779,2020-11-04,Duplicate Claim,0.575,Open,Inconclusive
12017455,8010804,5024015,2022-02-11,Duplicate Claim,0.654,InProgress,Confirmed
12017456,8018759,5026396,2024-03-22,Duplicate Claim,0.942,Open,Inconclusive
12017457,8008676,5012542,2021-05-01,Upcoding,0.457,Closed,NotConfirmed
12017458,8025428,5000407,2020-04-04,Staged Accident,0.447,Closed,Confirmed
12017459,8031761,5023376,2021-09-18,Inflated Repair,0.817,Open,NotConfirmed
12017460,8025933,5012333,2024-02-24,Identity Theft,0.834,Open,Confirmed
12017461,8016552,5024021,2026-04-26,Duplicate Claim,0.776,InProgress,NotConfirmed
12017462,8041585,5012359,2023-06-16,Staged Accident,0.417,InProgress,Confirmed
12017463,8009973,5016334,2020-10-09,Inflated Repair,0.969,InProgress,NotConfirmed
12017464,8033501,5027168,2022-08-24,Staged Accident,0.206,Open,NotConfirmed
12017465,8027206,5002284,2023-03-15,Inflated Repair,0.802,InProgress,NotConfirmed
12017466,8017371,5022401,2023-07-18,Staged Accident,0.3,InProgress,Inconclusive
12017467,8010499,5026327,2024-09-16,Provider Collusion,0.371,InProgress,NotConfirmed
12017468,8015011,5000659,2023-06-18,Provider Collusion,0.287,Closed,NotConfirmed
12017469,8035936,5028942,2022-08-03,Identity Theft,0.689,Closed,Confirmed
12017470,8013818,5011208,2023-04-06,Provider Collusion,0.347,InProgress,NotConfirmed
12017471,8038956,5029718,2024-06-30,Upcoding,0.379,Closed,NotConfirmed
12017472,8032138,5005058,2022-08-31,Identity Theft,0.824,Open,NotConfirmed
12017473,8033737,5022601,2024-10-03,Inflated Repair,0.817,InProgress,NotConfirmed
12017474,8010058,5003036,2023-12-09,Duplicate Claim,0.481,Open,NotConfirmed
12017475,8016290,5024681,2024-11-16,Duplicate Claim,0.888,Closed,Confirmed
12017476,8006147,5025092,2023-12-01,Provider Collusion,0.512,InProgress,Confirmed
12017477,8012538,5025280,2023-02-18,Identity Theft,0.186,Closed,NotConfirmed
12017478,8008723,5021776,2024-03-19,Inflated Repair,0.763,InProgress,Confirmed
12017479,8002784,5005998,2022-06-13,Duplicate Claim,0.965,InProgress,Confirmed
12017480,8012072,5008113,2024-06-05,Inflated Repair,0.915,Closed,Inconclusive
12017481,8028750,5015609,2024-03-21,Duplicate Claim,0.67,Open,NotConfirmed
12017482,8036923,5018130,2025-07-12,Provider Collusion,0.781,InProgress,Confirmed
12017483,8007438,5007703,2021-09-26,Inflated Repair,0.742,InProgress,NotConfirmed
12017484,8016835,5005518,2023-07-05,Duplicate Claim,0.293,Open,Inconclusive
12017485,8036093,5002222,2022-01-07,Inflated Repair,0.374,InProgress,Confirmed
12017486,8000061,5026789,2025-07-23,Provider Collusion,0.303,Closed,Confirmed
12017487,8017524,5015255,2023-02-23,Inflated Repair,0.507,InProgress,Confirmed
12017488,8020324,5009244,2023-11-22,Inflated Repair,0.176,Open,NotConfirmed
12017489,8009163,5013819,2024-07-15,Upcoding,0.378,Open,NotConfirmed
12017490,8012862,5002085,2022-02-08,Provider Collusion,0.976,InProgress,Inconclusive
12017491,8022668,5024711,2023-05-04,Upcoding,0.812,Closed,NotConfirmed
12017492,8026540,5016895,2024-04-29,Staged Accident,0.963,InProgress,NotConfirmed
12017493,8019465,5010563,2024-06-25,Provider Collusion,0.885,Closed,Confirmed
12017494,8036896,5001469,2022-05-18,Upcoding,0.286,InProgress,NotConfirmed
12017495,8008688,5029834,2025-07-06,Identity Theft,0.759,InProgress,Confirmed
12017496,8033206,5010940,2022-12-28,Staged Accident,0.191,Open,Inconclusive
12017497,8031825,5025937,2023-08-04,Staged Accident,0.902,Open,NotConfirmed
12017498,8023197,5014264,2022-10-19,Inflated Repair,0.941,InProgress,NotConfirmed
12017499,8036772,5003089,2021-04-04,Provider Collusion,0.498,InProgress,Confirmed
12017500,8021710,5012534,2022-11-11,Inflated Repair,0.794,InProgress,Inconclusive
12017501,8012190,5018713,2023-06-25,Staged Accident,0.651,Open,Inconclusive
12017502,8027270,5022161,2024-07-04,Provider Collusion,0.958,Open,Inconclusive
12017503,8029428,5021379,2025-03-13,Upcoding,0.509,InProgress,Inconclusive
12017504,8005736,5020079,2024-03-07,Staged Accident,0.893,Open,Confirmed
12017505,8019152,5007922,2024-03-31,Duplicate Claim,0.83,InProgress,Confirmed
12017506,8025897,5027776,2023-06-24,Provider Collusion,0.277,InProgress,NotConfirmed
12017507,8029795,5021493,2025-11-07,Provider Collusion,0.357,InProgress,NotConfirmed
12017508,8027716,5001523,2022-08-25,Inflated Repair,0.149,Open,NotConfirmed
12017509,8035385,5024030,2020-08-22,Inflated Repair,0.142,Closed,NotConfirmed
12017510,8019520,5023352,2026-01-18,Provider Collusion,0.693,InProgress,Confirmed
12017511,8026148,5001872,2020-12-26,Inflated Repair,0.523,InProgress,Inconclusive
12017512,8024550,5009941,2024-11-30,Provider Collusion,0.704,InProgress,NotConfirmed
12017513,8032468,5007921,2024-09-09,Inflated Repair,0.109,Open,Confirmed
12017514,8029263,5007867,2021-11-28,Upcoding,0.545,Open,Inconclusive
12017515,8014709,5000539,2022-11-11,Staged Accident,0.459,InProgress,NotConfirmed
12017516,8002984,5020312,2024-09-23,Duplicate Claim,0.468,InProgress,NotConfirmed
12017517,8028327,5019804,2024-09-06,Staged Accident,0.228,Open,Inconclusive
12017518,8010398,5012472,2021-05-22,Inflated Repair,0.729,InProgress,Inconclusive
12017519,8012031,5011172,2022-05-20,Staged Accident,0.465,Open,NotConfirmed
12017520,8018152,5029147,2024-07-23,Inflated Repair,0.551,Closed,NotConfirmed
12017521,8025560,5016454,2023-09-11,Inflated Repair,0.712,Closed,NotConfirmed
12017522,8002726,5021693,2024-08-06,Upcoding,0.359,Open,NotConfirmed
12017523,8008694,5003237,2021-11-25,Staged Accident,0.354,Closed,Confirmed
12017524,8004588,5007986,2021-02-07,Staged Accident,0.554,InProgress,Confirmed
12017525,8035257,5014956,2020-05-31,Staged Accident,0.486,Open,Inconclusive
12017526,8000526,5029430,2025-11-16,Provider Collusion,0.166,Closed,Confirmed
12017527,8011591,5010550,2020-12-22,Provider Collusion,0.755,Open,Confirmed
12017528,8015595,5016736,2024-12-30,Provider Collusion,0.451,Closed,NotConfirmed
12017529,8042446,5011677,2024-11-07,Staged Accident,0.211,Closed,NotConfirmed
12017530,8012720,5006850,2026-04-27,Upcoding,0.816,Open,Inconclusive
12017531,8022078,5002675,2025-11-13,Inflated Repair,0.532,Closed,Confirmed
12017532,8019457,5029288,2020-08-10,Identity Theft,0.728,Closed,NotConfirmed
12017533,8027537,5021793,2020-07-14,Inflated Repair,0.927,InProgress,NotConfirmed
12017534,8036841,5007113,2022-04-15,Staged Accident,0.881,Open,Confirmed
12017535,8036141,5009901,2023-11-20,Duplicate Claim,0.677,Open,Confirmed
12017536,8025479,5001929,2023-10-31,Staged Accident,0.66,Open,Inconclusive
12017537,8039481,5000132,2022-04-30,Upcoding,0.187,Open,NotConfirmed
12017538,8040750,5015891,2020-05-12,Inflated Repair,0.514,Open,Confirmed
12017539,8001759,5009733,2020-11-23,Staged Accident,0.637,InProgress,Inconclusive
12017540,8037213,5020227,2022-07-10,Inflated Repair,0.356,InProgress,NotConfirmed
12017541,8022014,5010001,2025-08-03,Staged Accident,0.522,Open,NotConfirmed
12017542,8004605,5007987,2025-02-27,Provider Collusion,0.864,InProgress,Confirmed
12017543,8042664,5006591,2022-04-07,Provider Collusion,0.545,Open,Inconclusive
12017544,8002787,5005554,2024-09-24,Inflated Repair,0.287,Open,NotConfirmed
12017545,8043538,5003685,2023-03-06,Inflated Repair,0.338,Closed,Confirmed
12017546,8012169,5018894,2023-04-08,Identity Theft,0.718,InProgress,Confirmed
12017547,8037953,5007055,2022-05-31,Staged Accident,0.305,Closed,Confirmed
12017548,8000140,5010723,2020-12-16,Inflated Repair,0.242,Open,Confirmed
12017549,8022424,5014882,2023-11-03,Staged Accident,0.469,Open,NotConfirmed
12017550,8005577,5028179,2023-11-21,Provider Collusion,0.24,InProgress,Confirmed
12017551,8027756,5015193,2021-01-03,Upcoding,0.445,InProgress,NotConfirmed
12017552,8008358,5004948,2022-04-26,Duplicate Claim,0.791,InProgress,Inconclusive
12017553,8023494,5003223,2022-03-06,Provider Collusion,0.964,InProgress,NotConfirmed
12017554,8004535,5019724,2023-10-04,Staged Accident,0.136,Closed,NotConfirmed
12017555,8016404,5006735,2021-01-09,Staged Accident,0.978,Open,NotConfirmed
12017556,8024517,5027243,2023-02-25,Staged Accident,0.301,InProgress,NotConfirmed
12017557,8044401,5008355,2021-05-20,Inflated Repair,0.154,InProgress,NotConfirmed
12017558,8012272,5015665,2022-09-29,Provider Collusion,0.454,InProgress,Inconclusive
12017559,8013306,5008191,2020-04-19,Duplicate Claim,0.513,InProgress,Confirmed
12017560,8017028,5004001,2025-06-13,Provider Collusion,0.309,Closed,NotConfirmed
12017561,8003519,5011932,2023-07-26,Identity Theft,0.759,InProgress,Inconclusive
12017562,8012033,5027466,2024-11-06,Staged Accident,0.955,Open,Confirmed
12017563,8005166,5026845,2025-03-12,Duplicate Claim,0.112,Open,Inconclusive
12017564,8035682,5010528,2021-10-02,Duplicate Claim,0.904,Open,Confirmed
12017565,8043153,5020734,2025-04-11,Inflated Repair,0.787,InProgress,Inconclusive
12017566,8027666,5018260,2022-06-21,Inflated Repair,0.912,InProgress,Confirmed
12017567,8001271,5002276,2024-09-24,Duplicate Claim,0.266,InProgress,Inconclusive
12017568,8012813,5010624,2021-07-14,Inflated Repair,0.193,InProgress,NotConfirmed
12017569,8037922,5018786,2025-05-18,Inflated Repair,0.312,Open,Confirmed
12017570,8031750,5023293,2020-11-14,Upcoding,0.816,Open,NotConfirmed
12017571,8033345,5028843,2026-01-17,Staged Accident,0.905,Open,Confirmed
12017572,8035104,5004883,2020-05-31,Inflated Repair,0.533,Open,Inconclusive
12017573,8037705,5001260,2025-01-13,Provider Collusion,0.137,Open,NotConfirmed
12017574,8039572,5008035,2023-12-28,Inflated Repair,0.631,Open,Inconclusive
12017575,8029138,5006624,2020-12-20,Upcoding,0.633,Open,Confirmed
12017576,8038343,5019421,2026-08-24,Upcoding,0.271,Closed,NotConfirmed
12017577,8034619,5017887,2023-11-04,Duplicate Claim,0.529,InProgress,Confirmed
12017578,8037279,5009194,2022-08-10,Inflated Repair,0.304,InProgress,NotConfirmed
12017579,8000605,5017317,2024-04-19,Identity Theft,0.254,Closed,NotConfirmed
12017580,8005672,5024579,2021-04-02,Duplicate Claim,0.35,InProgress,NotConfirmed
12017581,8018403,5005120,2023-11-21,Staged Accident,0.771,Open,Confirmed
12017582,8015898,5011989,2025-11-20,Upcoding,0.278,Open,NotConfirmed
12017583,8042452,5023393,2025-07-21,Identity Theft,0.829,Open,Confirmed
